x	y
0.355469	0.925781
0.480469	0.300781
0.980469	0.800781
0.730469	0.0507812
0.230469	0.550781
0.167969	0.488281
0.667969	0.988281
0.917969	0.238281
0.417969	0.738281
0.292969	0.113281
0.792969	0.613281
0.542969	0.363281
0.0429688	0.863281
0.0585938	0.0664062
0.558594	0.566406
0.808594	0.316406
0.308594	0.816406
0.433594	0.441406
0.933594	0.941406
0.683594	0.191406
0.183594	0.691406
0.246094	0.253906
0.746094	0.753906
0.996094	0.00390625
0.496094	0.503906
0.371094	0.128906
0.871094	0.628906
0.621094	0.378906
0.121094	0.878906
0.0898438	0.410156
0.589844	0.910156
0.839844	0.160156
0.339844	0.660156
0.464844	0.0351562
0.964844	0.535156
0.714844	0.285156
0.214844	0.785156
0.152344	0.222656
0.652344	0.722656
0.902344	0.472656
0.402344	0.972656
0.277344	0.347656
0.777344	0.847656
0.527344	0.0976562
0.0273438	0.597656
0.0195312	0.199219
0.519531	0.699219
0.769531	0.449219
0.269531	0.949219
0.394531	0.324219
0.894531	0.824219
0.644531	0.0742188
0.144531	0.574219
0.207031	0.386719
0.707031	0.886719
0.957031	0.136719
0.457031	0.636719
0.332031	0.0117188
0.832031	0.511719
0.582031	0.261719
0.0820312	0.761719
0.113281	0.292969
0.613281	0.792969
0.863281	0.0429688
0.363281	0.542969
0.488281	0.167969
0.988281	0.667969
0.738281	0.417969
0.238281	0.917969
0.175781	0.105469
0.675781	0.605469
0.925781	0.355469
0.425781	0.855469
0.300781	0.480469
0.800781	0.980469
0.550781	0.230469
0.0507812	0.730469
0.0351562	0.464844
0.535156	0.964844
0.785156	0.214844
0.285156	0.714844
0.410156	0.0898438
0.910156	0.589844
0.660156	0.339844
0.160156	0.839844
0.222656	0.152344
0.722656	0.652344
0.972656	0.402344
0.472656	0.902344
0.347656	0.277344
0.847656	0.777344
0.597656	0.0273438
0.0976562	0.527344
0.0664062	0.0585938
0.566406	0.558594
0.816406	0.308594
0.316406	0.808594
0.441406	0.433594
0.941406	0.933594
0.691406	0.183594
0.191406	0.683594
0.128906	0.371094
0.628906	0.871094
0.878906	0.121094
0.378906	0.621094
0.253906	0.246094
0.753906	0.746094
0.503906	0.496094
0.00390625	0.996094
0.00585938	0.498047
0.505859	0.998047
0.755859	0.248047
0.255859	0.748047
0.380859	0.123047
0.880859	0.623047
0.630859	0.373047
0.130859	0.873047
0.193359	0.185547
0.693359	0.685547
0.943359	0.435547
0.443359	0.935547
0.318359	0.310547
0.818359	0.810547
0.568359	0.0605469
0.0683594	0.560547
0.0996094	0.0292969
0.599609	0.529297
0.849609	0.279297
0.349609	0.779297
0.474609	0.404297
0.974609	0.904297
0.724609	0.154297
0.224609	0.654297
0.162109	0.341797
0.662109	0.841797
0.912109	0.0917969
0.412109	0.591797
0.287109	0.216797
0.787109	0.716797
0.537109	0.466797
0.0371094	0.966797
0.0527344	0.232422
0.552734	0.732422
0.802734	0.482422
0.302734	0.982422
0.427734	0.357422
0.927734	0.857422
0.677734	0.107422
0.177734	0.607422
0.240234	0.419922
0.740234	0.919922
0.990234	0.169922
0.490234	0.669922
0.365234	0.0449219
0.865234	0.544922
0.615234	0.294922
0.115234	0.794922
0.0839844	0.263672
0.583984	0.763672
0.833984	0.0136719
0.333984	0.513672
0.458984	0.138672
0.958984	0.638672
0.708984	0.388672
0.208984	0.888672
0.146484	0.0761719
0.646484	0.576172
0.896484	0.326172
0.396484	0.826172
0.271484	0.451172
0.771484	0.951172
0.521484	0.201172
0.0214844	0.701172
0.0292969	0.0996094
0.529297	0.599609
0.779297	0.349609
0.279297	0.849609
0.404297	0.474609
0.904297	0.974609
0.654297	0.224609
0.154297	0.724609
0.216797	0.287109
0.716797	0.787109
0.966797	0.0371094
0.466797	0.537109
0.341797	0.162109
0.841797	0.662109
0.591797	0.412109
0.0917969	0.912109
0.123047	0.380859
0.623047	0.880859
0.873047	0.130859
0.373047	0.630859
0.498047	0.00585938
0.998047	0.505859
0.748047	0.255859
0.248047	0.755859
0.185547	0.193359
0.685547	0.693359
0.935547	0.443359
0.435547	0.943359
0.310547	0.318359
0.810547	0.818359
0.560547	0.0683594
0.0605469	0.568359
0.0449219	0.365234
0.544922	0.865234
0.794922	0.115234
0.294922	0.615234
0.419922	0.240234
0.919922	0.740234
0.669922	0.490234
0.169922	0.990234
0.232422	0.0527344
0.732422	0.552734
0.982422	0.302734
0.482422	0.802734
0.357422	0.427734
0.857422	0.927734
0.607422	0.177734
0.107422	0.677734
0.0761719	0.146484
0.576172	0.646484
0.826172	0.396484
0.326172	0.896484
0.451172	0.271484
0.951172	0.771484
0.701172	0.0214844
0.201172	0.521484
0.138672	0.458984
0.638672	0.958984
0.888672	0.208984
0.388672	0.708984
0.263672	0.0839844
0.763672	0.583984
0.513672	0.333984
0.0136719	0.833984
0.00976562	0.166016
0.509766	0.666016
0.759766	0.416016
0.259766	0.916016
0.384766	0.291016
0.884766	0.791016
0.634766	0.0410156
0.134766	0.541016
0.197266	0.478516
0.697266	0.978516
0.947266	0.228516
0.447266	0.728516
0.322266	0.103516
0.822266	0.603516
0.572266	0.353516
0.0722656	0.853516
0.103516	0.322266
0.603516	0.822266
0.853516	0.0722656
0.353516	0.572266
0.478516	0.197266
0.978516	0.697266
0.728516	0.447266
0.228516	0.947266
0.166016	0.00976562
0.666016	0.509766
0.916016	0.259766
0.416016	0.759766
0.291016	0.384766
0.791016	0.884766
0.541016	0.134766
0.0410156	0.634766
0.0566406	0.431641
0.556641	0.931641
0.806641	0.181641
0.306641	0.681641
0.431641	0.0566406
0.931641	0.556641
0.681641	0.306641
0.181641	0.806641
0.244141	0.244141
0.744141	0.744141
0.994141	0.494141
0.494141	0.994141
0.369141	0.369141
0.869141	0.869141
0.619141	0.119141
0.119141	0.619141
0.0878906	0.0878906
0.587891	0.587891
0.837891	0.337891
0.337891	0.837891
0.462891	0.462891
0.962891	0.962891
0.712891	0.212891
0.212891	0.712891
0.150391	0.275391
0.650391	0.775391
0.900391	0.0253906
0.400391	0.525391
0.275391	0.150391
0.775391	0.650391
0.525391	0.400391
0.0253906	0.900391
0.0175781	0.298828
0.517578	0.798828
0.767578	0.0488281
0.267578	0.548828
0.392578	0.173828
0.892578	0.673828
0.642578	0.423828
0.142578	0.923828
0.205078	0.111328
0.705078	0.611328
0.955078	0.361328
0.455078	0.861328
0.330078	0.486328
0.830078	0.986328
0.580078	0.236328
0.0800781	0.736328
0.111328	0.205078
0.611328	0.705078
0.861328	0.455078
0.361328	0.955078
0.486328	0.330078
0.986328	0.830078
0.736328	0.0800781
0.236328	0.580078
0.173828	0.392578
0.673828	0.892578
0.923828	0.142578
0.423828	0.642578
0.298828	0.0175781
0.798828	0.517578
0.548828	0.267578
0.0488281	0.767578
0.0332031	0.0332031
0.533203	0.533203
0.783203	0.283203
0.283203	0.783203
0.408203	0.408203
0.908203	0.908203
0.658203	0.158203
0.158203	0.658203
0.220703	0.345703
0.720703	0.845703
0.970703	0.0957031
0.470703	0.595703
0.345703	0.220703
0.845703	0.720703
0.595703	0.470703
0.0957031	0.970703
0.0644531	0.439453
0.564453	0.939453
0.814453	0.189453
0.314453	0.689453
0.439453	0.0644531
0.939453	0.564453
0.689453	0.314453
0.189453	0.814453
0.126953	0.126953
0.626953	0.626953
0.876953	0.376953
0.376953	0.876953
0.251953	0.251953
0.751953	0.751953
0.501953	0.00195312
0.00195312	0.501953
0.00292969	0.250977
0.50293	0.750977
0.75293	0.000976562
0.25293	0.500977
0.37793	0.125977
0.87793	0.625977
0.62793	0.375977
0.12793	0.875977
0.19043	0.0634766
0.69043	0.563477
0.94043	0.313477
0.44043	0.813477
0.31543	0.438477
0.81543	0.938477
0.56543	0.188477
0.0654297	0.688477
0.0966797	0.219727
0.59668	0.719727
0.84668	0.469727
0.34668	0.969727
0.47168	0.344727
0.97168	0.844727
0.72168	0.0947266
0.22168	0.594727
0.15918	0.407227
0.65918	0.907227
0.90918	0.157227
0.40918	0.657227
0.28418	0.0322266
0.78418	0.532227
0.53418	0.282227
0.0341797	0.782227
0.0498047	0.0166016
0.549805	0.516602
0.799805	0.266602
0.299805	0.766602
0.424805	0.391602
0.924805	0.891602
0.674805	0.141602
0.174805	0.641602
0.237305	0.329102
0.737305	0.829102
0.987305	0.0791016
0.487305	0.579102
0.362305	0.204102
0.862305	0.704102
0.612305	0.454102
0.112305	0.954102
0.0810547	0.485352
0.581055	0.985352
0.831055	0.235352
0.331055	0.735352
0.456055	0.110352
0.956055	0.610352
0.706055	0.360352
0.206055	0.860352
0.143555	0.172852
0.643555	0.672852
0.893555	0.422852
0.393555	0.922852
0.268555	0.297852
0.768555	0.797852
0.518555	0.0478516
0.0185547	0.547852
0.0263672	0.149414
0.526367	0.649414
0.776367	0.399414
0.276367	0.899414
0.401367	0.274414
0.901367	0.774414
0.651367	0.0244141
0.151367	0.524414
0.213867	0.461914
0.713867	0.961914
0.963867	0.211914
0.463867	0.711914
0.338867	0.0869141
0.838867	0.586914
0.588867	0.336914
0.0888672	0.836914
0.120117	0.368164
0.620117	0.868164
0.870117	0.118164
0.370117	0.618164
0.495117	0.243164
0.995117	0.743164
0.745117	0.493164
0.245117	0.993164
0.182617	0.0556641
0.682617	0.555664
0.932617	0.305664
0.432617	0.805664
0.307617	0.430664
0.807617	0.930664
0.557617	0.180664
0.0576172	0.680664
0.0419922	0.383789
0.541992	0.883789
0.791992	0.133789
0.291992	0.633789
0.416992	0.00878906
0.916992	0.508789
0.666992	0.258789
0.166992	0.758789
0.229492	0.196289
0.729492	0.696289
0.979492	0.446289
0.479492	0.946289
0.354492	0.321289
0.854492	0.821289
0.604492	0.0712891
0.104492	0.571289
0.0732422	0.102539
0.573242	0.602539
0.823242	0.352539
0.323242	0.852539
0.448242	0.477539
0.948242	0.977539
0.698242	0.227539
0.198242	0.727539
0.135742	0.290039
0.635742	0.790039
0.885742	0.0400391
0.385742	0.540039
0.260742	0.165039
0.760742	0.665039
0.510742	0.415039
0.0107422	0.915039
0.0146484	0.0830078
0.514648	0.583008
0.764648	0.333008
0.264648	0.833008
0.389648	0.458008
0.889648	0.958008
0.639648	0.208008
0.139648	0.708008
0.202148	0.270508
0.702148	0.770508
0.952148	0.0205078
0.452148	0.520508
0.327148	0.145508
0.827148	0.645508
0.577148	0.395508
0.0771484	0.895508
0.108398	0.426758
0.608398	0.926758
0.858398	0.176758
0.358398	0.676758
0.483398	0.0517578
0.983398	0.551758
0.733398	0.301758
0.233398	0.801758
0.170898	0.239258
0.670898	0.739258
0.920898	0.489258
0.420898	0.989258
0.295898	0.364258
0.795898	0.864258
0.545898	0.114258
0.0458984	0.614258
0.0615234	0.317383
0.561523	0.817383
0.811523	0.0673828
0.311523	0.567383
0.436523	0.192383
0.936523	0.692383
0.686523	0.442383
0.186523	0.942383
0.249023	0.00488281
0.749023	0.504883
0.999023	0.254883
0.499023	0.754883
0.374023	0.379883
0.874023	0.879883
0.624023	0.129883
0.124023	0.629883
0.0927734	0.161133
0.592773	0.661133
0.842773	0.411133
0.342773	0.911133
0.467773	0.286133
0.967773	0.786133
0.717773	0.0361328
0.217773	0.536133
0.155273	0.473633
0.655273	0.973633
0.905273	0.223633
0.405273	0.723633
0.280273	0.0986328
0.780273	0.598633
0.530273	0.348633
0.0302734	0.848633
0.0224609	0.450195
0.522461	0.950195
0.772461	0.200195
0.272461	0.700195
0.397461	0.0751953
0.897461	0.575195
0.647461	0.325195
0.147461	0.825195
0.209961	0.137695
0.709961	0.637695
0.959961	0.387695
0.459961	0.887695
0.334961	0.262695
0.834961	0.762695
0.584961	0.0126953
0.0849609	0.512695
0.116211	0.0439453
0.616211	0.543945
0.866211	0.293945
0.366211	0.793945
0.491211	0.418945
0.991211	0.918945
0.741211	0.168945
0.241211	0.668945
0.178711	0.356445
0.678711	0.856445
0.928711	0.106445
0.428711	0.606445
0.303711	0.231445
0.803711	0.731445
0.553711	0.481445
0.0537109	0.981445
0.0380859	0.21582
0.538086	0.71582
0.788086	0.46582
0.288086	0.96582
0.413086	0.34082
0.913086	0.84082
0.663086	0.0908203
0.163086	0.59082
0.225586	0.40332
0.725586	0.90332
0.975586	0.15332
0.475586	0.65332
0.350586	0.0283203
0.850586	0.52832
0.600586	0.27832
0.100586	0.77832
0.0693359	0.30957
0.569336	0.80957
0.819336	0.0595703
0.319336	0.55957
0.444336	0.18457
0.944336	0.68457
0.694336	0.43457
0.194336	0.93457
0.131836	0.12207
0.631836	0.62207
0.881836	0.37207
0.381836	0.87207
0.256836	0.49707
0.756836	0.99707
0.506836	0.24707
0.00683594	0.74707
0.00488281	0.249023
0.504883	0.749023
0.754883	0.499023
0.254883	0.999023
0.379883	0.374023
0.879883	0.874023
0.629883	0.124023
0.129883	0.624023
0.192383	0.436523
0.692383	0.936523
0.942383	0.186523
0.442383	0.686523
0.317383	0.0615234
0.817383	0.561523
0.567383	0.311523
0.0673828	0.811523
0.0986328	0.280273
0.598633	0.780273
0.848633	0.0302734
0.348633	0.530273
0.473633	0.155273
0.973633	0.655273
0.723633	0.405273
0.223633	0.905273
0.161133	0.0927734
0.661133	0.592773
0.911133	0.342773
0.411133	0.842773
0.286133	0.467773
0.786133	0.967773
0.536133	0.217773
0.0361328	0.717773
0.0517578	0.483398
0.551758	0.983398
0.801758	0.233398
0.301758	0.733398
0.426758	0.108398
0.926758	0.608398
0.676758	0.358398
0.176758	0.858398
0.239258	0.170898
0.739258	0.670898
0.989258	0.420898
0.489258	0.920898
0.364258	0.295898
0.864258	0.795898
0.614258	0.0458984
0.114258	0.545898
0.0830078	0.0146484
0.583008	0.514648
0.833008	0.264648
0.333008	0.764648
0.458008	0.389648
0.958008	0.889648
0.708008	0.139648
0.208008	0.639648
0.145508	0.327148
0.645508	0.827148
0.895508	0.0771484
0.395508	0.577148
0.270508	0.202148
0.770508	0.702148
0.520508	0.452148
0.0205078	0.952148
0.0283203	0.350586
0.52832	0.850586
0.77832	0.100586
0.27832	0.600586
0.40332	0.225586
0.90332	0.725586
0.65332	0.475586
0.15332	0.975586
0.21582	0.0380859
0.71582	0.538086
0.96582	0.288086
0.46582	0.788086
0.34082	0.413086
0.84082	0.913086
0.59082	0.163086
0.0908203	0.663086
0.12207	0.131836
0.62207	0.631836
0.87207	0.381836
0.37207	0.881836
0.49707	0.256836
0.99707	0.756836
0.74707	0.00683594
0.24707	0.506836
0.18457	0.444336
0.68457	0.944336
0.93457	0.194336
0.43457	0.694336
0.30957	0.0693359
0.80957	0.569336
0.55957	0.319336
0.0595703	0.819336
0.0439453	0.116211
0.543945	0.616211
0.793945	0.366211
0.293945	0.866211
0.418945	0.491211
0.918945	0.991211
0.668945	0.241211
0.168945	0.741211
0.231445	0.303711
0.731445	0.803711
0.981445	0.0537109
0.481445	0.553711
0.356445	0.178711
0.856445	0.678711
0.606445	0.428711
0.106445	0.928711
0.0751953	0.397461
0.575195	0.897461
0.825195	0.147461
0.325195	0.647461
0.450195	0.0224609
0.950195	0.522461
0.700195	0.272461
0.200195	0.772461
0.137695	0.209961
0.637695	0.709961
0.887695	0.459961
0.387695	0.959961
0.262695	0.334961
0.762695	0.834961
0.512695	0.0849609
0.0126953	0.584961
0.00878906	0.416992
0.508789	0.916992
0.758789	0.166992
0.258789	0.666992
0.383789	0.0419922
0.883789	0.541992
0.633789	0.291992
0.133789	0.791992
0.196289	0.229492
0.696289	0.729492
0.946289	0.479492
0.446289	0.979492
0.321289	0.354492
0.821289	0.854492
0.571289	0.104492
0.0712891	0.604492
0.102539	0.0732422
0.602539	0.573242
0.852539	0.323242
0.352539	0.823242
0.477539	0.448242
0.977539	0.948242
0.727539	0.198242
0.227539	0.698242
0.165039	0.260742
0.665039	0.760742
0.915039	0.0107422
0.415039	0.510742
0.290039	0.135742
0.790039	0.635742
0.540039	0.385742
0.0400391	0.885742
0.0556641	0.182617
0.555664	0.682617
0.805664	0.432617
0.305664	0.932617
0.430664	0.307617
0.930664	0.807617
0.680664	0.0576172
0.180664	0.557617
0.243164	0.495117
0.743164	0.995117
0.993164	0.245117
0.493164	0.745117
0.368164	0.120117
0.868164	0.620117
0.618164	0.370117
0.118164	0.870117
0.0869141	0.338867
0.586914	0.838867
0.836914	0.0888672
0.336914	0.588867
0.461914	0.213867
0.961914	0.713867
0.711914	0.463867
0.211914	0.963867
0.149414	0.0263672
0.649414	0.526367
0.899414	0.276367
0.399414	0.776367
0.274414	0.401367
0.774414	0.901367
0.524414	0.151367
0.0244141	0.651367
0.0166016	0.0498047
0.516602	0.549805
0.766602	0.299805
0.266602	0.799805
0.391602	0.424805
0.891602	0.924805
0.641602	0.174805
0.141602	0.674805
0.204102	0.362305
0.704102	0.862305
0.954102	0.112305
0.454102	0.612305
0.329102	0.237305
0.829102	0.737305
0.579102	0.487305
0.0791016	0.987305
0.110352	0.456055
0.610352	0.956055
0.860352	0.206055
0.360352	0.706055
0.485352	0.0810547
0.985352	0.581055
0.735352	0.331055
0.235352	0.831055
0.172852	0.143555
0.672852	0.643555
0.922852	0.393555
0.422852	0.893555
0.297852	0.268555
0.797852	0.768555
0.547852	0.0185547
0.0478516	0.518555
0.0322266	0.28418
0.532227	0.78418
0.782227	0.0341797
0.282227	0.53418
0.407227	0.15918
0.907227	0.65918
0.657227	0.40918
0.157227	0.90918
0.219727	0.0966797
0.79931	0.635546
0.98036	0.39345
0.576124	0.863076
0.44319	0.517161
0.894325	0.97474
0.693983	0.262031
0.130437	0.750102
0.0876092	0.227949
0.665866	0.721765
0.871565	0.486745
0.407568	0.946691
0.54427	0.361531
0.959517	0.835011
0.774226	0.082499
0.254341	0.606232
0.172419	0.424691
0.721421	0.891205
0.916435	0.157372
0.478025	0.664382
0.332856	0.00375685
0.823998	0.547021
0.606911	0.295461
0.00137348	0.778267
0.00206021	0.423238
0.607381	0.889905
0.824375	0.155692
0.333457	0.663036
0.478559	0.00187842
0.916777	0.545629
0.721846	0.293909
0.173071	0.776947
0.254966	0.226315
0.774623	0.720427
0.959847	0.485329
0.544768	0.945386
0.40813	0.360024
0.871924	0.833688
0.666309	0.0807143
0.0882822	0.604855
0.131101	0.11838
0.694416	0.634177
0.894675	0.391977
0.44374	0.861755
0.576609	0.515751
0.980678	0.973407
0.799699	0.26045
0.294485	0.748782
0.214549	0.326856
0.748641	0.805046
0.938504	0.0417338
0.512277	0.575256
0.371372	0.191288
0.848473	0.691797
0.637414	0.45458
0.0453422	0.917623
0.0668042	0.173562
0.652	0.677379
0.860364	0.438961
0.389982	0.903791
0.52866	0.310426
0.949281	0.79099
0.761766	0.0219316
0.234864	0.560459
0.314077	0.500531
0.812113	0.959275
0.99086	0.243523
0.592112	0.734681
0.461204	0.0996458
0.905814	0.619561
0.708172	0.376075
0.152185	0.84775
0.109834	0.40767
0.680448	0.87582
0.883409	0.137397
0.426015	0.648665
0.560762	0.277265
0.970316	0.762868
0.787245	0.530746
0.274852	0.987444
0.193931	0.0613365
0.735384	0.590044
0.927646	0.343385
0.495572	0.819487
0.352562	0.470028
0.836453	0.931494
0.622472	0.208823
0.023845	0.706145
0.034603	0.0318769
0.629965	0.567875
0.842497	0.31867
0.361969	0.798002
0.503952	0.446817
0.933099	0.910699
0.74199	0.182461
0.20432	0.684604
0.28469	0.38405
0.793487	0.854754
0.97553	0.108996
0.568714	0.626866
0.434903	0.251992
0.889073	0.741734
0.687456	0.508145
0.12048	0.966353
0.162643	0.53821
0.715039	0.994405
0.911308	0.285622
0.469927	0.769913
0.599773	0.146597
0.995907	0.655869
0.818262	0.415454
0.323828	0.882876
0.244936	0.217594
0.76821	0.713309
0.954558	0.477689
0.536742	0.938439
0.399105	0.351741
0.866126	0.826664
0.659182	0.0711099
0.0775315	0.597453
0.056073	0.302178
0.644735	0.783982
0.854441	0.0119017
0.380703	0.553047
0.520502	0.164643
0.943927	0.670212
0.755226	0.431026
0.224733	0.896843
0.304251	0.0902189
0.805923	0.612206
0.985769	0.368058
0.58437	0.840738
0.452514	0.492897
0.900261	0.952335
0.701321	0.234999
0.141694	0.727564
0.0990576	0.268877
0.673393	0.755821
0.877666	0.523263
0.417099	0.980487
0.552753	0.399831
0.96511	0.868795
0.780967	0.127932
0.264941	0.641462
0.183501	0.46233
0.728639	0.924539
0.922236	0.200085
0.487092	0.699001
0.343056	0.0515451
0.830407	0.582631
0.614912	0.335036
0.0130202	0.812264
0.0184398	0.247758
0.618699	0.738208
0.833428	0.504337
0.347821	0.962818
0.491343	0.380066
0.924935	0.851253
0.73203	0.104322
0.188717	0.623213
0.269904	0.442899
0.784109	0.907243
0.96771	0.17802
0.556764	0.680996
0.421559	0.0269134
0.880545	0.564171
0.676925	0.314553
0.10446	0.794497
0.146943	0.347565
0.704743	0.823094
0.903043	0.0662404
0.456853	0.593748
0.588249	0.213214
0.988319	0.709733
0.809022	0.473859
0.309169	0.934966
0.229805	0.142005
0.758506	0.652272
0.946613	0.411561
0.524588	0.879349
0.385358	0.534483
0.857422	0.990933
0.648376	0.281451
0.0614396	0.766392
0.0829048	0.489104
0.66275	0.948866
0.869032	0.230674
0.403622	0.723996
0.540761	0.0854735
0.957204	0.608529
0.771423	0.364042
0.249956	0.837217
0.328644	0.160171
0.821328	0.666626
0.998426	0.427113
0.603587	0.893371
0.474253	0.298046
0.914042	0.780468
0.718444	0.00688755
0.167857	0.549339
0.125791	0.0466422
0.690941	0.578939
0.891875	0.330927
0.439326	0.808654
0.572677	0.45846
0.978111	0.921076
0.796591	0.195695
0.289593	0.695407
0.209439	0.395904
0.745322	0.865277
0.935798	0.123159
0.508125	0.637829
0.366678	0.264667
0.845486	0.7523
0.633703	0.519511
0.0399736	0.976962
0.0292259	0.372071
0.626221	0.844245
0.839483	0.094941
0.357265	0.615889
0.499766	0.239267
0.930379	0.73113
0.73868	0.496716
0.199143	0.955788
0.279775	0.0169243
0.79037	0.556752
0.972929	0.306301
0.564741	0.787485
0.430464	0.435
0.886248	0.900322
0.683957	0.169103
0.11516	0.673788
0.157418	0.204449
0.711612	0.702569
0.908564	0.466183
0.465574	0.928018
0.595946	0.339209
0.993385	0.815877
0.81519	0.0564389
0.318966	0.586338
0.239904	0.527006
0.76499	0.983963
0.951918	0.273073
0.532706	0.759344
0.394554	0.132693
0.86324	0.645062
0.655596	0.403757
0.0721656	0.872304
0.0507074	0.113668
0.641079	0.630522
0.851457	0.388021
0.37604	0.858249
0.516395	0.511958
0.941221	0.969874
0.751936	0.256223
0.219646	0.74526
0.29936	0.322768
0.802814	0.801504
0.983222	0.03681
0.58049	0.571567
0.448138	0.186876
0.89747	0.688197
0.697876	0.450699
0.136408	0.914163
0.0936665	0.481519
0.669853	0.941911
0.874793	0.221955
0.41262	0.716866
0.548756	0.075922
0.962485	0.60116
0.777802	0.355911
0.259959	0.830172
0.178286	0.289767
0.725244	0.773429
0.919513	0.541919
0.482829	0.997848
0.338264	0.419349
0.82739	0.886401
0.611141	0.151161
0.00755411	0.659451
0.0103011	0.153442
0.613022	0.661241
0.828897	0.421297
0.340668	0.888164
0.484964	0.543774
0.920881	0.99957
0.726943	0.29184
0.180893	0.775187
0.262455	0.357996
0.779392	0.831926
0.963805	0.078328
0.55075	0.603013
0.414865	0.224135
0.876228	0.718644
0.671626	0.483434
0.0963586	0.943647
0.139062	0.45264
0.699606	0.915896
0.898868	0.189084
0.450337	0.689994
0.58243	0.0392765
0.984494	0.573414
0.804371	0.324817
0.301797	0.803255
0.222194	0.258339
0.753583	0.747023
0.94258	0.513865
0.518455	0.971634
0.378374	0.390007
0.852949	0.859997
0.642911	0.116003
0.0533899	0.63235
0.0748463	0.40572
0.657394	0.874058
0.864677	0.135074
0.396839	0.646863
0.53473	0.275171
0.953236	0.761106
0.766602	0.528877
0.242424	0.985701
0.32141	0.0588858
0.816728	0.588191
0.994647	0.341295
0.597864	0.817683
0.467758	0.468109
0.909939	0.929757
0.713332	0.206631
0.160034	0.704353
0.117822	0.171333
0.685711	0.675576
0.887668	0.436987
0.432688	0.902062
0.56673	0.308363
0.974235	0.789237
0.791932	0.0194357
0.282236	0.558604
0.201749	0.498626
0.740328	0.957514
0.931746	0.241401
0.501863	0.732913
0.359616	0.0973021
0.840998	0.617731
0.628095	0.374077
0.0319163	0.845998
0.042659	0.52139
0.635572	0.97874
0.84698	0.266776
0.369033	0.754059
0.510211	0.125549
0.937148	0.639655
0.746989	0.397868
0.211998	0.867039
0.292045	0.197898
0.798143	0.697212
0.979401	0.460401
0.574658	0.922803
0.441538	0.332963
0.893276	0.810459
0.692683	0.0490964
0.128447	0.58078
0.170463	0.00939212
0.720146	0.551195
0.915409	0.300115
0.476416	0.782228
0.605494	0.429051
0.999685	0.895105
0.822861	0.162411
0.331052	0.668422
0.252466	0.366051
0.773029	0.838982
0.958527	0.0878532
0.542771	0.610366
0.405881	0.232853
0.870484	0.725781
0.664534	0.490992
0.0855914	0.950606
0.0641229	0.283544
0.650197	0.768154
